gene_id,base_mean,log2_fold_change,lfc_se,stat,pvalue,padj,zero_inflated,converged
gene_67,182.92126917184567,-0.269600559069898,2.5050948925811394,0.1076208968643553,0.9142964199661031,0.9765493748112867,false,true
gene_68,2.5074824354096696,0.9730272186571424,2.87533040959947,0.338405358705431,0.7350577364383355,NA,false,true
gene_69,108.55088327161096,6.175735257541924,2.855711248924584,2.1625909341736174,NA,NA,false,true
gene_70,222.5646719584231,-7.33187668553565,2.853458357464971,2.569470364392958,NA,NA,false,true
gene_71,61.148127511606866,2.4276510980732815,2.835970232280458,0.856021361028589,NA,NA,false,true
gene_72,68.49759378655409,4.911782205186175,2.8487320936106477,1.7241994135575935,NA,NA,false,true
gene_73,33.474727088578526,3.828526085817305,2.055962567722901,1.8621574857063774,0.06258089506161692,0.23757488362389917,false,true
gene_74,25.28170227324285,-1.315081207257611,2.6547609890071584,0.4953670830267218,NA,NA,false,true
gene_75,97.78924447314492,2.0464843698367767,2.1669333427513253,0.9444150078185531,NA,NA,false,true
gene_76,61.93376663591306,1.3192105235859588,2.395944812084965,0.5506013815226295,0.5819069616145542,0.8355188192166193,false,true
gene_77,38.57476637957758,-0.05400994968090393,2.8281426716474187,0.019097321440803637,0.9847634682220306,0.9902958472569858,false,true
gene_78,51.69214140102715,7.541575605867116,2.7673736585248445,2.725174311981842,NA,NA,false,true
gene_79,6.4744978017935875,-3.133502439645267,2.001207508554451,1.5658058578386587,0.11739407445143371,NA,false,true
gene_80,5.280575172735229,-5.985872424365643,2.971941200048905,1.5286893351842696,0.1263414774054935,NA,false,true
gene_81,104.5836805570987,-2.1998904166658715,2.8299021080049673,0.7773733269582095,NA,NA,false,true
gene_82,4.555163537667029,4.013937534420027,2.7524450120543413,1.4583170660416378,0.14475316833195628,NA,false,true
gene_83,15.497464328749484,-1.9334704394017055,1.858829918043952,1.0401545728488693,0.2982680928145521,0.6131752244178372,false,true
gene_84,15.982060025291664,-0.7222536055983111,2.4722110560967634,0.29214884538969627,0.7701728216368486,0.9363160923656256,false,true
gene_85,132.6064943916353,2.8280078719844632,2.046379853858539,1.3819564665143327,0.16698506834885285,0.43319314832528494,false,true
gene_86,151.53351811124304,-0.5614265031296793,2.8293269399138423,0.19843111632294277,0.8427077741398606,0.9468032742220891,false,true
gene_87,390.4741292109969,-0.4195133204482381,2.4132248871442044,0.17383929806255546,NA,NA,false,true
gene_88,2.1256195023998194,-2.7199614475872944,2.7609657425701766,0.9851485679989961,0.3245510996987661,NA,false,true
gene_89,83.04898344715926,-2.385603790473257,2.0139108134203374,1.1845627793326425,0.23619036070800503,0.5325436053937771,false,true
gene_90,41.66760755297681,-3.094060110261119,2.839793146839182,1.0895371424164988,0.27591708497332657,0.5903086638672366,false,true
gene_91,127.28605723087489,2.505550785012324,2.3923570680890407,1.0473147250605446,0.2949544468967738,0.6131752244178372,false,true
gene_92,116.31392430313318,0.15173743158426253,2.3727395391952806,0.06395031105509566,0.9490097918022589,0.9769469856327339,false,true
gene_93,49.75369766413952,7.489425508023981,2.9694081203460856,2.5221947285410824,0.011662512773142121,0.08820801914334253,false,true
gene_94,46.37034484934432,1.2259297501595576,2.1418419290369157,0.5723717205922847,0.567070170204107,0.8297457258844835,false,true
gene_95,33.21296319674168,3.3614659911407965,2.2753594326307724,1.4773340611308459,NA,NA,false,true
gene_96,88.59587266496393,-2.7101280832739505,2.830753708571664,0.9573874530544804,NA,NA,false,true
gene_97,268.01120538966404,3.1120600125739237,2.8305754251207897,1.099444298482568,0.2715743174671128,0.5841973435795136,false,true
gene_98,32.85360708956324,6.883217864112409,2.96891537811105,2.3184284452363895,NA,NA,false,true
gene_99,171.1581543411664,2.38330233792758,2.830792718175108,0.8419204707662219,NA,NA,false,true
gene_100,21.29738402723136,-2.9477969271742595,2.8470449410551186,1.0353882668539127,0.30048762298959386,0.6131752244178372,false,true
gene_101,141.27698229460356,-5.404437399565573,2.281237830901126,2.3690810867496146,0.017832343401968837,0.1088178228051962,false,true
gene_102,14.389142968909008,5.678003565081909,2.9682447753668195,1.912916216412851,NA,NA,false,true
gene_103,125.58977918983376,0.7432827088375705,2.829418503097961,0.2626980448540017,0.792783323856352,0.9452230842586148,false,true
gene_104,366.51939370325374,-2.480380230944778,2.826052638464323,0.877683662782947,NA,NA,false,true
gene_105,177.8936633038308,0.018145691873693092,2.8276657329121813,0.006417198349327183,NA,NA,false,true
gene_106,27.479205685676845,0.46533260620744926,2.1581559942932333,0.21561583473943427,0.8292872117831851,0.9452230842586148,false,true
gene_107,222.30439184462526,0.7219818656358276,2.3281940612571286,0.3101038172247494,0.7564820095366425,0.935449906844228,false,true
gene_108,213.09649492061325,9.497874065990205,2.5945549212727053,3.66069493773954,NA,NA,false,true
gene_109,129.40807798967464,0.8316754410182872,2.8293410340818212,0.29394669324059863,NA,NA,false,true
gene_110,18.18474446727678,6.034355354350537,2.9684717923048516,2.0328154608015323,NA,NA,false,true
gene_111,17.217755007739196,-1.2785141251383483,2.563089851689365,0.49881752069505614,0.6179079433710998,0.8529988832655028,false,true
gene_112,25.345797192999523,-0.4516046980368551,2.732475368714685,0.16527310848159013,NA,NA,false,true
gene_113,15.906854648689338,4.6531046319915825,2.8983214875625367,1.6054480677727727,NA,NA,false,true
gene_114,196.7990766497475,3.1733045102868673,2.594944231003412,1.2228796566698528,0.22137515327974794,0.5125093850733689,false,true
gene_115,61.411767629368114,-7.337347654946765,2.864269517058611,2.5616819964909125,0.010416664820589065,0.08466075449931454,false,true
gene_116,29.939667310198207,-0.7297856690229213,2.658827694172306,0.2744764809778709,0.7837184753013214,0.9415141414693727,false,true
gene_117,0.3458572371527463,-2.0465449983758983,3.051086860554536,0.1979120453699338,0.8431138797436617,NA,false,true
gene_118,51.18457195834348,2.505142000436271,2.3844075544080945,1.0506349872130598,0.29342626563510177,0.6131752244178372,false,true
gene_119,135.83215768281096,0.9225766851669779,2.377947937651976,0.387971776235751,0.6980369201748313,0.9120336402284293,false,true
gene_120,102.10643194748145,9.97284354090568,2.0391307671796537,4.183227329287208,2.8739974648394216e-5,0.003434103311687657,false,true
gene_121,318.90425643050656,0.9442941325519957,2.829158655575926,0.33377206707404244,0.7385515630764615,0.9266406293739716,false,true
gene_122,72.79490800753645,-3.2340659714000495,2.5115523559433575,1.287676111448336,0.19785873254564676,0.47222284167561024,false,true
gene_123,178.3958619018843,-3.115013821014056,2.4695193777574156,1.2613846439394283,0.2071702981990911,0.48914680049796266,false,true
gene_124,31.23433217647206,-2.3051668338194213,2.839941708714102,0.8116951227365785,0.4169665936485767,0.724918026729534,false,true
gene_125,135.57670533535344,1.5727916741423913,2.676826541683105,0.5875583081873765,NA,NA,false,true
gene_126,117.64115269684278,-2.711592163762321,1.7095144113416398,1.5861768381550192,0.11269920037431691,0.3438606284148192,false,true
gene_127,24.975750565600602,6.162023874256258,2.949772162848458,2.0889829905730335,0.03670925434256003,0.17093789245140487,false,true
gene_128,149.72655120379923,0.1792607511245669,2.8292173638030538,0.06336054395043135,NA,NA,false,true
gene_129,1.5430134980212962,2.3569739699975467,2.013062255679809,1.17084007876428,0.24166306452207226,NA,false,true
gene_130,198.85401224350642,-4.213025498777992,2.8324179533515297,1.4874307281497152,NA,NA,false,true
gene_131,183.41805908249063,-4.2788969046038865,2.735079815341391,1.5644504707332636,NA,NA,false,true
gene_132,71.57306045172135,4.806642642670096,2.6384893731897945,1.8217403835358708,NA,NA,false,true
gene_133,79.77226190359521,9.616661190274037,2.6134013047290243,3.127711150328962,NA,NA,false,true
gene_134,5.807311242239836,-1.7891046326149538,2.306053065639529,0.7758297756772515,NA,NA,false,true
gene_135,151.36391124287752,-1.4116051735318167,2.2721106130313844,0.62127484702362,0.534418800393369,0.8176150877813081,false,true
gene_136,109.74439819327615,-1.399077552569703,2.829613206493952,0.49444127181723113,NA,NA,false,true
gene_137,94.58861285106566,5.344374894318825,2.8456891705149947,1.878059961605587,NA,NA,false,true
gene_138,112.56637285019649,-2.579525477789876,2.8306117556977464,0.9112961085523446,NA,NA,false,true
gene_139,110.71293365467265,-3.7447399140756352,1.794002719535397,2.087365795658009,0.036855081382131366,0.17093789245140487,false,true
gene_140,8.675570600388063,4.936906528971651,2.968302725208667,1.66320856934314,NA,NA,false,true
gene_141,19.860830668336384,1.2563416402989878,2.5796003141116355,0.4870295733126578,0.6262373735998258,0.8600753698800677,false,true
gene_142,8.867021222341565,-1.1885309467497478,2.6729317850283154,0.4446544253044442,0.6565695094740349,NA,false,true
gene_143,35.851288266475024,2.236996031397752,1.868158987489622,1.197433433866227,0.23113765861359392,0.5281741390446806,false,true
gene_144,143.07872509389955,-0.5284788364318095,2.8291011939208657,0.1868009661751929,NA,NA,false,true
gene_145,219.51841176434635,3.863498277010138,2.403600082028769,1.6073798240800254,0.1079710732222845,0.3394765202673846,false,true
gene_146,291.6983335452947,-6.612145364561612,2.840331005211781,2.32794887371537,NA,NA,false,true
gene_147,215.25224575298677,-1.0173678465767961,1.9522722311341905,0.5211198675841161,0.6022832715399423,0.843716882195101,false,true
gene_148,323.68028715466943,1.2988469387514814,2.829005428450026,0.4591178672510014,NA,NA,false,true
gene_149,7.770475243636538,-0.13621652723743272,2.3997463791357228,0.056762884787221385,0.954734079894271,NA,false,true
gene_150,81.4727240068922,-6.9651325447278225,2.8799588966950718,2.418483316800367,0.01558536022856858,0.1039218156206934,false,true
gene_151,92.64476580121628,-2.721429179042668,2.080573709852202,1.308018632628012,0.19086698954174308,0.4621560279576211,false,true
gene_152,139.96264652525102,0.8481723698393628,2.8292278511148226,0.2997893469432485,0.7643378417164745,0.935449906844228,false,true
gene_153,205.76032035360672,-3.1415907346372225,2.493397719926712,1.2599637472715597,0.20768244043488918,0.48914680049796266,false,true
gene_154,175.97590309143732,-1.124132803530917,2.8301700535361687,0.39719620456246585,0.6912227808109461,0.9053332519401904,false,true
gene_155,175.9248996219922,-9.601402110371668,1.4558366572585164,6.595109459911561,4.2494222292713894e-11,2.2819397371187362e-8,false,true
gene_156,34.2651758477469,-0.9205486485789113,2.835940397024882,0.3246008447655095,NA,NA,false,true
gene_157,182.77205732783165,-4.304020247073297,2.832667117948365,1.5194232388981164,0.12865599613736872,0.3702653505631775,false,true
gene_158,36.33757216481373,-1.8735984651620496,2.786629302125664,0.6723529619576071,0.5013590205554853,0.7944853244281452,false,true
gene_159,118.76692264977825,1.503690424129198,2.0095883059983595,0.7482579489743635,0.4543045834719898,0.7577187102840249,false,true
gene_160,65.48025286431991,-1.9909296387003963,2.4274800391493123,0.8201631348524286,0.4121231146634503,0.7232356620074275,false,true
gene_161,16.095294677770788,2.2383177309330975,2.5400824576528658,0.8811988461986345,NA,NA,false,true
gene_162,95.45925231079723,-0.6901332296373495,2.828975869961827,0.24395161406826063,NA,NA,false,true
gene_163,277.09780547161847,1.019454784403889,2.8174014736735375,0.36184221309242387,0.7174699450418178,0.9173365725891814,false,true
gene_164,26.50162727361056,-0.3112568927687638,2.3741644092512346,0.1311016589903848,0.8956948888069428,0.9720974284055319,false,true
gene_165,88.1518884259548,7.06687855585923,2.8897522003320026,2.445496383754745,0.014465289923303652,0.09958795754889821,false,true
gene_166,65.5308915436319,1.9793915341457669,2.776601096638101,0.7128829332173091,0.4759182008895885,0.7752396258935769,false,true
gene_167,84.61213743519909,1.4690603633875494,2.429818668156948,0.6045967061821336,0.5454469957638343,0.8198003089138826,false,true
gene_168,68.44338136774574,-1.147633713490463,2.0764958241250193,0.5526780743582982,0.580483869608921,0.8355188192166193,false,true
gene_169,10.480497490134969,-4.116109811104931,2.890487876507725,1.4240190538622832,NA,NA,false,true
gene_170,6.386266849696361,3.340359277078086,2.90300370779205,1.1506562213861853,0.2498736936844465,NA,false,true
gene_171,50.877228386256824,-3.1813854311624565,2.1857219035620252,1.4555307452324193,0.14552238499421347,0.39667777026341433,false,true
gene_172,71.39075162075062,-2.753530620857675,2.8336125232791023,0.971738583958277,0.3311806164893203,0.641280145816122,false,true
gene_173,650.9738828676451,-1.4204391982264595,2.3701115146243463,0.5993132346144454,0.5489640240214433,0.8198003089138826,false,true
gene_174,7.934080093515685,4.821414286024086,2.9683810356944482,1.6242572055430624,NA,NA,false,true
gene_175,358.07243071418736,2.5887490714999304,2.425212151562794,1.0674320058275124,NA,NA,false,true
gene_176,239.07000545832065,5.714131638234312,2.838278928554689,2.0132382271336757,0.044089573464107135,0.1865817617996804,false,true
gene_177,195.84344168883106,-3.5987474262827557,2.8313649161186145,1.2710291795294653,NA,NA,false,true
gene_178,156.2848932126928,9.14197348198695,2.965395600387826,3.0828849549757633,0.002050043913102408,0.03388947057951269,false,true
gene_179,8.940316810120356,-1.3182943792261685,2.5122959221052947,0.5247369020610609,NA,NA,false,true
gene_180,27.002358792242028,1.1598262742283718,2.839054035806193,0.40852560733280346,NA,NA,false,true
gene_181,105.18308850761396,-0.05248106038057679,2.2900151547978718,0.02291734195322783,NA,NA,false,true
gene_182,71.81194141531023,-0.08149426401100221,2.831273140404821,0.028783610753765,0.9770371721886325,0.9882259331175771,false,true
gene_183,71.90009002434908,9.466797653630357,2.853907572404687,2.811618899378739,0.004929286859169187,0.06015970553122394,false,true
gene_184,9.339963110840461,-3.6531355929947007,2.1118331828790584,1.7298409848899083,0.08365868960915167,NA,false,true
gene_185,102.93636636250781,3.8382540634300333,2.833912901940766,1.3544008571334207,NA,NA,false,true
gene_186,240.8036417887368,1.4777905788502539,2.8298322162903227,0.5222184447343369,NA,NA,false,true
gene_187,59.07563216582285,-1.7586116955889592,2.792958415690227,0.6296591047362055,0.5289176443438124,0.815968767174849,false,true
gene_188,15.041050659311495,-1.713583623834071,2.6788985885237517,0.6396597583704606,NA,NA,false,true
gene_189,229.3236467916442,3.7478466031334565,2.4445062678969722,1.5331711979440978,NA,NA,false,true
gene_190,79.10133440833931,3.6702087605153024,2.159099526001013,1.6998793785634783,0.08915361651305251,0.3011037236950264,false,true
gene_191,47.34050470456499,2.252535902943944,2.3304854859002906,0.9665522126492739,0.3337679335648083,0.641280145816122,false,true
gene_192,2.4973807262685406,-3.2690150902681494,2.6712926182872234,1.223757767265562,0.2210436204373839,NA,false,true
gene_193,333.69334462748,-2.56451660037196,2.622499804701865,0.9778901015641842,NA,NA,false,true
gene_194,79.82012913826449,-6.928544729026302,2.879916780165438,2.4058142154469784,0.016136468549905008,0.10440100736504805,false,true
gene_195,4.16244451228853,1.565162229280241,2.8754271879602595,0.5443233742220124,NA,NA,false,true
gene_196,40.16247810330965,-0.1936516083931853,2.8342822555607263,0.06832474359716648,0.9455271276078484,0.9769469856327339,false,true
gene_197,67.42180507142595,4.735720856369607,2.847252732875291,1.663259745680269,NA,NA,false,true
gene_198,92.70347632028458,-1.3486054814263164,2.829170211691862,0.47667880704139104,0.6335908563333791,0.8657462846082049,false,true
gene_199,21.650650745324914,0.04845070178854985,2.2661504528211154,0.021380178764491962,0.9829423850067153,0.9902958472569858,false,true
gene_200,0.3021431665345564,-0.2874975489432153,1.9487337134541758,0.1475304434660902,0.8827133522135953,NA,false,true
gene_201,36.60013210901805,4.21240606570972,2.1448630242204914,1.9639510859863123,0.04953576465120378,0.20305882150913307,false,true
gene_202,163.66531763857878,0.9114077921423887,2.8299482157264695,0.3220581164975216,0.7474086673480916,0.9303640709101774,false,true
gene_203,66.0803214737982,-1.576944137396982,2.49431080041685,0.6322163770182297,0.5272454973219998,0.815968767174849,false,true
gene_204,72.04425427963133,2.8733689166616307,2.8172832270316484,1.019907721414675,0.3077722272072513,0.6213296466552404,false,true
gene_205,54.14280077411168,0.023900262482340166,2.328883161489879,0.010262542525770257,0.9918118194939177,0.9921003377422087,false,true
gene_206,28.422864688152373,-2.1583716211119266,2.173391129152362,0.9930893671925985,0.3206664051839737,0.6354164560287596,false,true
gene_207,117.11253047166258,-5.900360837920653,2.845858203442307,2.0733151183652314,NA,NA,false,true
gene_208,135.33203848574416,-0.3961556144588714,2.8291483901489296,0.14002645313278084,NA,NA,false,true
gene_209,90.61431260414203,0.6494390712157493,1.7285225139668807,0.37571918558660605,0.7071256731717203,0.915493381528096,false,true
gene_210,73.9429433036859,2.4407587479468043,1.8338261723573417,1.3309651616593872,0.1832004744517902,0.4533578561318494,false,true
gene_211,28.113858810288058,0.42431224089390146,2.65575732838635,0.15977071261692252,0.8730616956204703,0.958761003166038,false,true
gene_212,49.850226007984475,-0.34598108089783236,2.394993048548091,0.1444601607956964,0.8851371134929327,0.9641351520196854,false,true
gene_213,219.0712327188224,-5.608545783875037,2.325079788891502,2.4121949752739242,0.015856799290130823,0.1039218156206934,false,true
gene_214,5.070297526905696,-5.931178929778635,1.7197374300895447,2.609981690897207,0.009054706871928185,NA,false,true
gene_215,50.19109969758695,1.279106816961182,2.8361277394808426,0.45100465650934474,NA,NA,false,true
gene_216,29.225892530628965,-4.644670701769958,2.1196339872387098,2.191260722244157,NA,NA,false,true
gene_217,30.86764785202693,1.7641980372157635,2.839206677677217,0.6213700647742457,NA,NA,false,true
gene_218,78.37228360942615,0.03656482918844409,2.2302753840153726,0.01639475979087973,0.9869194602697532,0.9906088788128177,false,true
gene_219,305.8311756953569,1.524006538924965,2.82942213942761,0.5386281946720296,0.590143428967842,0.8383783633749502,false,true
gene_220,110.2962889459408,1.297644346374931,2.321810245306069,0.5588933673620994,0.5762344962815271,0.8341035050009582,false,true
gene_221,171.54252573026935,4.405168102053935,2.567607674058868,1.7156702507787165,NA,NA,false,true
gene_222,32.429162918647506,-3.7277735162811743,2.8476488472642667,1.309070646074372,0.19051042141568275,0.4621560279576211,false,true
gene_223,278.10265679756924,3.4614313865501085,2.8308283289304415,1.2227627338525062,0.22141932464994707,0.5125093850733689,false,true
gene_224,24.30410006992137,-8.18913447014081,2.164477809839241,3.1168895445065212,0.0018277003691523454,0.03388947057951269,false,true
gene_225,16.506392494195232,-0.33106624725582784,2.838890322432208,0.11661818867739424,NA,NA,false,true
gene_226,36.838520391016935,-0.9103306911137753,2.834883307632642,0.3211175178402582,0.7481213354338853,0.9303640709101774,false,true
gene_227,27.817080185397685,1.7345664167242367,2.565079232577168,0.6762233285797942,0.4988988632517052,0.7944853244281452,false,true
gene_228,147.81549405959095,-1.642903707647984,2.829476059138773,0.5806388438388291,NA,NA,false,true
gene_229,7.820600543393681,-2.2276456847187096,2.858183203389145,0.7793921964404649,NA,NA,false,true
gene_230,31.922695290143274,-4.189336649721534,2.449742558170591,1.710113022182229,0.08724497520156815,0.29811448230171483,false,true
gene_231,78.0174550293452,-3.7278147425620545,2.711230057789391,1.3749533101597207,NA,NA,false,true
gene_232,93.0835971580479,4.052042677620021,2.835386478778165,1.4290971294206571,NA,NA,false,true
gene_233,98.33986364491251,-0.39465523473541175,2.0899010091498385,0.18883920004228122,0.850218847351925,0.9492048254220036,false,true
gene_234,2.472606528899388,4.604826068916502,2.9734820918146,1.06344290759813,NA,NA,false,true
gene_235,32.76715207893851,-8.620526004223489,2.9703523755610597,2.4164905774588616,NA,NA,false,true
gene_236,144.6216682658893,-6.3668330126599715,2.6033701038337878,2.4456119409545396,NA,NA,false,true
gene_237,46.97706987313376,-0.5724148911027996,2.8351042631069334,0.20190258910460726,NA,NA,false,true
gene_238,10.014817470374044,-5.2237884383519715,2.5335109826765816,2.0618771633794886,0.03921943222675865,NA,false,true
gene_239,19.16536278509245,-7.846417675951156,2.970154685388701,2.1560224440613367,0.031081912657269093,0.15454617682364355,false,true
gene_240,317.8767663585634,-5.297650152875915,2.83301587104213,1.869968399057067,0.061488206304826286,0.2358511913263694,false,true
gene_241,49.94397803235233,2.8314362607357273,1.7225399481036991,1.6437565142409523,0.10022650711325429,0.32818069707205827,false,true
gene_242,63.398404884084776,-0.8722356136363238,2.6910984435572183,0.32411880573323154,0.7458480898882676,0.9303640709101774,false,true
gene_243,163.82459100481518,3.094292810305473,2.7234081720247723,1.136184007263575,NA,NA,false,true
gene_244,515.3070345332156,-3.408639394811547,2.8119772125733427,1.2121859948118774,NA,NA,false,true
gene_245,3.7044135347207656,-5.47322543636122,2.974285571375354,1.3551246837324404,0.17537783555040115,NA,false,true
